lat,lon,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,ADDRESS_LINE_1
43.6605407,-79.386021,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Flowlabs - Bay Street,790 Bay Street Suite 935
43.6575078,-79.4034113,Seniors Active Living Centre,,St. Stephen's Community House,"340 College Street, Unit 360"
43.7710971,-79.36967,Pharmacy,Retail Pharmacy,Main Drug Mart,1100 Sheppard Avenue East
43.6621528,-79.3668759,Pharmacy,Retail Pharmacy,Ultra Pharmacy,403 Parliament Street
43.7305354,-79.4336674,Community Support Service,,Baycrest Hospital,3560 Bathurst Street
43.6534871,-79.3615516,Pharmacy,Retail Pharmacy,Trc Front Street Pharmacy,431 King Street East
43.704363,-79.4085829,Pharmacy,Retail Pharmacy,Twig Pharmacy,313 Eglinton Avenue West
43.7544462,-79.5258271,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Reactivation Care Centre - Mackenzie Health,2111 Finch Avenue West
43.7323824,-79.3474236,Community Support Service,,Better Living Health And Community,1 Overland Drive
43.6992909,-79.4755425,Pharmacy,Retail Pharmacy,Keele-Ingram Pharmacy,101-2221 Keele Street
43.661059,-79.3391464,Community Support Service,,South Riverdale Community Health Centre,955 Queen Street East Toronto
43.6575078,-79.4034113,Pharmacy,Retail Pharmacy,Medical Pharmacy,340 College Street
43.7205427,-79.3049591,Long-Term Care Home,NH for-profit,Harmony Hills Community,1800 O'Connor Drive
43.814211,-79.2901751,Community Support Service,,Yee Hong Centre For Geriatric Care (Mcnicoll),2311 Mcnicoll Avenue
43.6896814,-79.3418327,Seniors Active Living Centre,,Woodgreen Community Centre - Outreach Programs,266 Donlands Avenue
43.7615724,-79.3507576,Family Health Team,Main,North York Family Health Team Inc.,240 Duncan Mill Road
43.7262827,-79.312839,Pharmacy,Retail Pharmacy,Phil-Way Pharmacy,A3 - 1700 Eglinton Avenue East
43.6662522,-79.3873895,Integrated Community Health Services Centre,Vascular Ultrasound,Toronto Cardiovascular Ultrasound,1033 Bay Street
43.7106236,-79.4564782,Pharmacy,Long Term Care Facility,Villa Colombo,40 Playfair Avenue
43.6437055,-79.5671909,Community Support Service,,Wesburn Manor - City Of Toronto,400 The West Mall
43.704347,-79.3468603,Mental Health and Addiction Organization,Mental Health Services,"Neighbourhood Organization, The",18 Thorncliffe Park Drive
43.6505978,-79.4764493,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #989,2223 Bloor Street West
43.6581803,-79.4034329,Community Support Service,,Kensington Health Centre,25 Brunswick Avenue
43.6765413,-79.4559363,Seniors Active Living Centre,,First Portuguese Canadian Cultural Centre,60 Caledonia Road
43.6831114,-79.3232276,Community Health Centre,Satellite,Vibrant Health Care Alliance Coxwell Site,695 Coxwell Avenue
43.6592604,-79.3994742,Mental Health and Addiction Organization,Mental Health Services,Working For Change,250 College Street
43.7057867,-79.3460242,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #871,45 Overlea Boulevard
43.7351707,-79.4461915,Community Support Service,,Circle Of Home Care Services (Toronto),"530 Wilson Avenue West, 4th Floor"
43.660489,-79.3860552,Pharmacy,Retail Pharmacy,Bay College Drug Mart,790 Bay Street
43.675476,-79.4301465,Pharmacy,Long Term Care Facility,Hellenic Care For Seniors,11 Winona Drive
43.6494529,-79.4211578,Seniors Active Living Centre,,West Neighbourhood House - Outreach,248 Ossington Avenue
43.638129,-79.4181634,Family Health Team,Main,Village Family Health Team,171 East Liberty Street
43.6539461,-79.3775207,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Unity Health Toronto,30 Bond Street
43.7048081,-79.4066479,Pharmacy,Retail Pharmacy,Uptown Pharmacy,243 Eglinton Avenue West
43.6639049,-79.3713875,Seniors Active Living Centre,,Seniors Health And Wellness Program,192 Carlton Street
43.6622293,-79.3664872,Integrated Community Health Services Centre,Abortion,Cabbagetown Women's Clinic,302 Gerrard Street East
43.6992168,-79.3192938,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1287,1500 Woodbine Avenue
43.6575078,-79.4034113,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Kensington Vision & Research Centre,340 College Street
43.661573,-79.4288947,Mental Health and Addiction Organization,Mental Health Services,Sistering - A Woman's Place,962 Bloor Street West
43.682342,-79.4208306,Pharmacy,Retail Pharmacy,Pharmacia,553 St Clair Avenue West
43.6643283,-79.3840432,HIV AIDS and Hep C Program,CBAESP,Action Positive Vih/Sida,543 Yonge Street
43.660489,-79.3860552,Integrated Community Health Services Centre,"Radiography, General Ultrasound",Metro Radiology (Bay & Gerrard),790 Bay Street
43.6653243,-79.3824221,Hospital,Site,Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic Centre,43 Wellesley Street East
43.6521264,-79.3914697,Seniors Active Living Centre,,University Settlement Elderly Persons Centre,23 Grange Road
43.688876,-79.3483641,Seniors Active Living Centre,,Sunshine In Mandarin And Cantonese,1033 Pape Avenue
43.6653595,-79.3448366,Seniors Active Living Centre,,Woodgreen Community Centre - Jack Mccreadie,444 Logan Avenue
43.6474619,-79.5302651,Pharmacy,Retail Pharmacy,Pharma-Docs,4972 Dundas Street West
43.7686936,-79.4123429,Pharmacy,Retail Pharmacy,Loblaw Pharmacy 1010,5095 Yonge Street
43.7034163,-79.4128428,Integrated Community Health Services Centre,"Urologic Ultrasound, General Ultrasound",Dr. Jeff Charendoff,491 Eglinton Avenue West
43.6487917,-79.4191747,Long-Term Care Home,NH for-profit,Maynard Nursing Home,28 Halton Street
43.7106236,-79.4564782,Long-Term Care Home,NH non-profit,Villa Colombo Homes for the Aged,40 Playfair Avenue
43.7800031,-79.2998866,Pharmacy,Retail Pharmacy,Myhealth Pharmacy,3-3551 Sheppard Avenue East
43.7185349,-79.3374843,Community Support Service,,Bellwoods Centres For Community Living Inc.,789 Don Mills Road
43.6695308,-79.3014642,Pharmacy,Retail Pharmacy,Beaches Pharmacy,1967 Queen Street East
43.7179251,-79.3776366,Pharmacy,Retail Pharmacy,Lmc Pharmacy - Diabetes Source,107-1929 Bayview Avenue
43.7190675,-79.4288179,Pharmacy,Retail Pharmacy,Peoples Drug Mart,491 Lawrence Avenue West
43.6618358,-79.3830312,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #943,465 Yonge Street
43.6772888,-79.4442712,Pharmacy,Retail Pharmacy,St Clair Drug Mart Pharmacy,1203 St Clair Avenue West
43.682728,-79.4183274,Integrated Community Health Services Centre,"Radiography, General Ultrasound",2387755 Ontario Inc.,1466 Bathurst Street
43.7820514,-79.2946565,Licensed Retirement Home,,Shepherd Terrace Retirement Residence,3758 Sheppard Avenue East
43.6643322,-79.3682183,HIV AIDS and Hep C Program,CBAESP,Women And HIV/AIDS Initiative (C/O Ontario AIDS Network),252A Carlton Street
43.6638722,-79.4182197,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Dynacare,726 Bloor Street West
43.7468966,-79.4359792,Pharmacy,Retail Pharmacy,The Medicine Shoppe Phcy #124,4119 Bathurst Street
43.6662425,-79.4863876,Community Health Centre,Satellite,Communiticare Health 3446 Dundas,3446 Dundas Street West
43.767315,-79.3842108,Pharmacy,Retail Pharmacy,Bayview Village Pharmacy,102-595 Sheppard Avenue East
43.654657,-79.3645446,HIV AIDS and Hep C Program,CBAESP,Maggie's: Toronto Sex Workers Action Project,526 Richmond Street East
43.6786952,-79.5840182,Licensed Lab and Specimen Collection Centre,Community (Private) Lab Location,Lifelabs,175 Galaxy Boulevard
43.6541271,-79.3756791,Pharmacy,Retail Pharmacy,Urban Care Pharmacy,26 Dalhousie Street
43.6626112,-79.3764143,HIV AIDS and Hep C Program,CBAESP,Alliance For South Asian AIDS Prevention,120 Carlton Street
43.6686811,-79.3372618,Pharmacy,Retail Pharmacy,Vina Pharmacy,1025 Gerrard Street East
43.666358,-79.3835665,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Loft Community Services,22 Dundonald Street
43.6740972,-79.4058678,Mental Health and Addiction Organization,Addiction Services,Transition House Incorporated,162 Madison Avenue
43.6622905,-79.372014,Family Health Team,Main,Sherbourne Family Health Team,333 Sherbourne Street
43.7004266,-79.4270756,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,901 Eglinton Avenue West
43.729785,-79.4183875,Pharmacy,Retail Pharmacy,Habers Compounding Pharmacy,1783 Avenue Road
43.7055327,-79.374904,Pharmacy,Retail Pharmacy,Sage Pharmacy,1561 Bayview Avenue
43.7561902,-79.5250806,Pharmacy,Allergen Supplier,"Greenwald, Dr Mark",2100 Finch Avenue West Suite 312
43.7398759,-79.6038159,Pharmacy,Retail Pharmacy,New Care Pharmacy,56 Westmore Drive
43.6916014,-79.2878692,Pharmacy,Retail Pharmacy,Danforth-Victoria Pharmacy,3102 Danforth Avenue
43.6767451,-79.3553519,Pharmacy,Retail Pharmacy,Shoppers Simply Pharmacy #3017,101-235 Danforth Avenue
43.7956829,-79.3160148,Seniors Active Living Centre,,Senior Persons Living Connected,3333 Finch Avenue East
43.6811613,-79.4266009,Seniors Active Living Centre,,St. Matthew's Bracondale House,707 St. Clair Avenue West
43.7034163,-79.4128428,Pharmacy,Retail Pharmacy,Forest Hill Pharmacy,102-491 Eglinton Avenue West
43.707498,-79.5022195,Licensed Retirement Home,,Weston Gardens Retirement Residence,303 Queens Drive
43.6389982,-79.4276824,Pharmacy,Retail Pharmacy,Dufferin Gate Pharmacy,1204 King Street West
43.7429754,-79.2163854,Pharmacy,Retail Pharmacy,Metro Pharmacy #528,3221 Eglinton Avenue East
43.7323824,-79.3474236,Seniors Active Living Centre,,Better Living Health And Community Services - Overland Club,1 Overland Drive
43.6616244,-79.3827864,Community Health Centre,Main,Women's Health In Women's Hands,2 Carlton Street
43.7723558,-79.4139506,Pharmacy,Retail Pharmacy,One Pharmacy,5292 Yonge Street
43.7072766,-79.3429395,Pharmacy,Retail Pharmacy,Thorncliffe Pharmacy,106-65 Overlea Boulevard
43.6628296,-79.3313188,Long-Term Care Home,NH for-profit,The Heritage Nursing Home,1195 Queen Street East
43.6603485,-79.3785401,Mental Health and Addiction Organization,Mental Health Services,Madison Community Services,355 Church Street
43.7654536,-79.3919884,Pharmacy,Retail Pharmacy,Ultima Pharmacy,311 Sheppard Avenue East
43.6519244,-79.3982223,Pharmacy,Retail Pharmacy,Toronto Manning Drug Mart,101-260 Spadina Avenue
43.6630418,-79.3576511,Mental Health and Addiction Organization,Mental Health Services,Cota Health,220 Oak Street
43.6971324,-79.5439637,Pharmacy,Retail Pharmacy,Westown Pharmacy,235 Dixon Road
43.688876,-79.3483641,Seniors Active Living Centre,,After Hours Virtual Bengali Program,1033 Pape Avenue
43.6616244,-79.3827864,Community Support Service,,Hospice Palliative Care Ontario,2 Carlton Street
43.7080055,-79.3940193,Integrated Community Health Services Centre,"Fluoroscopy, Radiography, General Ultrasound, Vascular Ultrasound, Bone Mineral Dxa",New Dufferin Diagnostic Imaging,150 Eglinton Avenue East
43.6972401,-79.3922424,Community Health Centre,Main,Senior People's Resources In North Toronto Sprintinc.,130 Merton Street
43.6546345,-79.4588268,Pharmacy,Retail Pharmacy,Multicare Drugmart Inc,1709 Bloor Street West
43.6578034,-79.3918215,Mental Health and Addiction Organization,Mental Health Services,Sinai Health System,60 Murray Street
43.6425811,-79.4260085,Pharmacy,Retail Pharmacy,Health Care Mart,1173 Queen Street West
43.658539,-79.3519517,Mental Health and Addiction Organization,Mental Health Services,Woodgreen Community Services,650 Queen Street East
43.6609153,-79.3586426,Pharmacy,Retail Pharmacy,Healthshield Pharmacy,681 Dundas Street East
43.7370343,-79.2445322,Pharmacy,Retail Pharmacy,New Eglinton Pharmacy,2809 Eglinton Avenue East
43.6827779,-79.4187808,Pharmacy,Retail Pharmacy,Medicine Shoppe,515 St Clair Avenue West
43.6440014,-79.4182266,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Centre For Addiction And Mental Health (CAMH),1025 Queen Street West
43.6494756,-79.3844803,Integrated Community Health Services Centre,Radiography,Medcan Health Management Inc.,150 York Street
43.6890739,-79.4957977,Pharmacy,Retail Pharmacy,Weston Jane Pharmacy,1292 Weston Road
43.7052109,-79.3120801,Community Support Service,,St. Clair O'Connor Community Inc,2701 St. Clair Avenue East
43.657717,-79.400331,Pharmacy,Retail Pharmacy,Rexall #8139,474 Spadina Avenue
43.6401909,-79.4473042,Pharmacy,Long Term Care Facility,Copernicus Lodge,66 Roncesvales Avenue
43.6828246,-79.4191186,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #836,523 St. Clair Avenue West
43.6570871,-79.387731,Pharmacy,Hospital Outpatient Dispensiary,Shoppers Drug Mart #940,555 University Avenue
43.6566585,-79.4793641,Seniors Active Living Centre,,Second Mile Club - High Park Senior Recreation Centre,432 Runnymede Street
43.6767824,-79.3550882,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Dr. John Christakis,245 Danforth Avenue
43.715142,-79.5830788,Pharmacy,Retail Pharmacy,Queen's Plate Pharmacy,306 Rexdale Boulevard
43.6548529,-79.3898101,Pharmacy,Retail Pharmacy,Mount Sinai Fertility Pharmacy,700-250 Dundas Street West
43.7590118,-79.5188065,HIV AIDS and Hep C Program,HIV POC Testing,Black Creek Community Health Centre,1 Yorkgate Boulevard
43.7083704,-79.3982993,Community Support Service,,The Alzheimer Society Of Toronto,"2323 Yonge Street, Suite 500"
43.7017179,-79.4536186,Pharmacy,Retail Pharmacy,Briarhill Pharmacy,2700 Dufferin Street Unit 63
43.6618842,-79.337046,Mental Health and Addiction Organization,Mental Health Services,Woodgreen Community Services,1070 Queen Street East
43.7240045,-79.2999268,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #827,70 Eglinton Square Boulevard
43.6135124,-79.4888606,Community Support Service,,Storefront Humber Inc.,2445 Lakeshore Boulevard West
43.6653346,-79.3538585,Community Support Service,,Philip Aziz Centre For Hospice Care,558 Gerrard Street East
43.6911766,-79.4479527,Seniors Active Living Centre,,Yfcs - Elderly Persons Centre,2213 Dufferin Street
43.7127087,-79.4280548,Pharmacy,Allergen Supplier,Bernard Zylberberg Md,2797 Bathurst Street Unit 204
43.6960309,-79.4478604,Pharmacy,Retail Pharmacy,Northcliffe Pharmacy,1751 Eglington Avenue West
43.7106236,-79.4564782,Community Support Service,,Villa Colombo Home For The Aged Inc.,40 Playfair Avenue
43.6553824,-79.3871159,Mental Health and Addiction Organization,Addiction Services,Pine River Institute,180 Dundas Street West
43.6503056,-79.3758996,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Loft Community Services,15 Toronto Street
43.651309,-79.3702387,Mental Health and Addiction Organization,Mental Health Services,George Brown College,200 King Street East
43.6308301,-79.575705,Pharmacy,Retail Pharmacy,Markland Wood Pharmacy Limited,4335 Bloor Street West
43.7093479,-79.5102368,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Reactivation Care Centre - William Osler Health System,200 Church Street
43.6481036,-79.4284958,Long-Term Care Home,NH for-profit,Fairview Nursing Home,14 Cross Street
43.6517974,-79.4093998,Pharmacy,Retail Pharmacy,Dundas-Euclid Pharmacy,828 Dundas Street West
43.6575078,-79.4034113,Community Support Service,,The Second Mile Club Of Toronto,340 College Street
43.7341637,-79.4043051,Pharmacy,Retail Pharmacy,Smith's Pharmacy,3463 Yonge Street
43.666992,-79.4947019,Pharmacy,Retail Pharmacy,Stockyards Pharmacy,2630 St Clair Avenue West
43.682655,-79.3259864,Pharmacy,Retail Pharmacy,Prohealth Pharmacy,1473 Danforth Avenue
43.6912466,-79.5311288,Pharmacy,Retail Pharmacy,Drugtown Pharmacy,1500 Royal York Road
43.6568599,-79.4520322,HIV AIDS and Hep C Program,"At Site, HIV POC Testing","Toronto Public Health, Crossways Sexual Health Clinic",2340 Dundas Street West
43.7514434,-79.3842678,Licensed Retirement Home,,Cedarhurst Dementia Care Home,2601 Bayview Avenue
43.6562156,-79.4355739,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,900 Dufferin Street
43.6614236,-79.3717625,HIV AIDS and Hep C Program,CBAESP,Toronto People With AIDS Foundation,200 Gerrard Street East
43.8355961,-79.2506619,Pharmacy,Retail Pharmacy,Medicare Pharmacy,3341 Markham Road Unit B-109
43.668568,-79.3862105,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1378,728 Yonge Street
43.6499365,-79.3693934,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Loft Community Services,145 Front Street
43.6508998,-79.3751054,Mental Health and Addiction Organization,Mental Health Services,Centre For Addiction And Mental Health (CAMH),67 Adelaide Street East
43.7706084,-79.2569608,Pharmacy,Retail Pharmacy,Oasis Drug Mart,1501 Ellesmere Road
43.7695007,-79.3642356,Hospital,Corporation,North York General Hospital - General Site,4001 Leslie Street
43.755813,-79.2466415,Community Support Service,,Scarborough Health Network,3050 Lawrence Avenue East
43.7304767,-79.4834409,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Alpha Laboratories Incorporated,2830 Keele Street
43.6581511,-79.390623,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Princess Margaret Cancer Centre,610 University Avenue
43.603517,-79.5034313,Community Health Centre,Main,Lakeshore Area Multi-Services Project Inc. Lamp - Toronto,185 5th Street
43.6744374,-79.3983276,Seniors Active Living Centre,,Sunshine@Davenport,"250 Davenport Road, Sub-Basment 2"
43.6772246,-79.4450047,Integrated Community Health Services Centre,"Bone Mineral Dxa, Fluoroscopy, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",St. Clair Diagnostic Imaging,1223 St. Clair Avenue West
43.7079533,-79.3936248,Seniors Active Living Centre,,Central Eglinton Community Centre Older Adult Program,160 Eglinton Avenue East
43.7627594,-79.4540925,Licensed Retirement Home,,147 Elder Street Inc.,147 Elder Street
43.791519,-79.4443439,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #919,6205 Bathurst Street
43.6615052,-79.3871179,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Women's College Hospital,76 Grenville Street
43.6878711,-79.2993238,Community Support Service,,Neighbourhood Link Support Services,2625 Danforth Avenue
43.6590725,-79.3603255,Licensed Retirement Home,,The Sumach By Chartwell,146 Sumach Street
43.751478,-79.5997558,Pharmacy,Retail Pharmacy,Silverstone Pharmacy,5-2200 Martin Grove Road
43.6398977,-79.4390568,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1253,1473 Queen Street West
43.6711435,-79.3751061,Pharmacy,Retail Pharmacy,Howard Pharmacy,25 Howard Street
43.6432528,-79.3761499,Pharmacy,Retail Pharmacy,1 Clinic Rx Pharmacy,16 Yonge Street
43.6893853,-79.2904521,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #862,3003 Danforth Avenue
43.6583483,-79.3891679,HIV AIDS and Hep C Program,HIV Clinical Services,"Toronto General Hospital, Immunodeficiency Clinic",585 University Avenue
43.6494756,-79.3844803,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound",The Toronto Centre For Medical Imaging,150 York Street
43.6859427,-79.3107587,Pharmacy,Retail Pharmacy,New Era Pharmacy,2163 Danforth Avenue
43.7005313,-79.5161645,Community Support Service,,York West Senior Citizens Centre,1901A Weston Road
43.6466216,-79.4042107,Community Health Centre,Satellite,Parkdale Queen West Community Health Centre Queen West Site,168 Bathurst Street
43.6680401,-79.3864676,Community Support Service,,Society Of Sharing-Inner-City Volunteers,"10 Saint Mary Street, Suite 607"
43.760861,-79.2241053,Community Health Centre,Main,Scarborough Centre For Healthy Communities,629 Markham Road
43.7115117,-79.4683636,Licensed Lab and Specimen Collection Centre,Community (Private) Lab Location,Med-Health Laboratories Limited,1216 Lawrence Avenue West
43.6605606,-79.366035,Pharmacy,Retail Pharmacy,Main Drug Mart,"1 Oak Street, Unit 1"
43.7077862,-79.3108847,Pharmacy,Retail Pharmacy,Health Sheild Pharmacy,939 O'Connor Drive
43.6675543,-79.4418597,Pharmacy,Retail Pharmacy,Rexall #2287,1245 Dupont Street
43.6565427,-79.3858171,Mental Health and Addiction Organization,Mental Health Services,Ywca Toronto,150 Elizabeth Street
43.8232901,-79.248543,Pharmacy,Retail Pharmacy,Pharmasave-Health Check Pharm,2826A Markham Road
43.6682259,-79.3838561,Mental Health and Addiction Organization,Addiction Services,Renascent,38 Isabella Street
43.671788,-79.3767914,Pharmacy,Allergen Supplier,"Stein, Raymond Dr",600 Sherbourne Street Suite 415
43.7040691,-79.3988212,Pharmacy,Allergen Supplier,Able Allergy Services,32 Berwick Avenue Suite 201
43.6528114,-79.3677326,Pharmacy,Retail Pharmacy,Wholehealth Phcy St Lawrence,105-400 Adelaide Street East
43.669506,-79.3977623,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Bochner Eye Institute,40 Prince Arthur Avenue
43.7916935,-79.4470784,Seniors Active Living Centre,,Bernard Betel Centre,1003 Steeles Avenue West
43.6926239,-79.4627502,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #879,2343 Eglinton Avenue West
43.639405,-79.4434977,Mental Health and Addiction Organization,Mental Health Services,Working For Change,1658 Queen Street West
43.6715358,-79.4932035,Seniors Active Living Centre,,Access Alliance Multicultural Health And Community Services,"761 Jane Street, 2nd Floor"
43.7093479,-79.5102368,Mental Health and Addiction Organization,Mental Health Services,Cota Health,200 Church Street
43.6490034,-79.3775695,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #949,69 Yonge Street
43.6772005,-79.4077814,Mental Health and Addiction Organization,Mental Health Services,Canadian Hearing Services,271 Spadina Road
43.701371,-79.2847114,Seniors Active Living Centre,,West Scarborough Neighbourhood Centre - Sas Programs,313 Pharmacy Avenue
43.6582082,-79.3899398,Hospital,Site,University Health Network - Princess Margaret,610 University Avenue
43.6449089,-79.5230108,Pharmacy,Retail Pharmacy,Medi-Place Pharmacy,3300 Bloor Street West
43.7540135,-79.2442857,Pharmacy,Retail Pharmacy,Daffodil Medical Pharmacy,655 Mccowan Road
43.6663222,-79.3477882,Pharmacy,Retail Pharmacy,Pacific Pharmacy Toronto,721 Gerrard Street East
43.6431366,-79.4226386,Pharmacy,Retail Pharmacy,Rexall,1093 Queen Street West
43.6887017,-79.3254993,Pharmacy,Retail Pharmacy,Rumball Drug Mart,553 Sammon Avenue
43.6563447,-79.3952077,Mental Health and Addiction Organization,Mental Health Services,Eden Community Homes,196 Beverley Street
43.6433682,-79.4190332,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Centre For Addiction And Mental Health,100 Stokes Street
43.6777302,-79.3584642,Pharmacy,Retail Pharmacy,Procare IDA Pharmacy,795 Broadview Avenue
43.6565147,-79.3795213,HIV AIDS and Hep C Program,"HR Program, At Site, HIV POC Testing","Toronto Public Health, The Works",277 Victoria Street
43.641871,-79.4294474,Community Health Centre,Main,Parkdale Queen West Community Health Centre Parkdale Site,1229 Queen Street West
43.696043,-79.2983993,Long-Term Care Home,MHFA,True Davidson Acres,200 Dawes Road
43.679458,-79.3408481,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Youth Wellness Hubs Ontario,815 Danforth Avenue
43.6380812,-79.3926142,Community Health Centre,Satellite,The Centre Francophone Du Grand Toronto Early Childhood Corner And Other Services,20 Lower Spadina Avenue
43.6599281,-79.3915851,Pharmacy,Retail Pharmacy,Discovery Pharmacy Inc,332-144 College Street
43.6432074,-79.4311026,Mental Health and Addiction Organization,Addiction Services,Breakaway Community Services,21 Strickland Avenue
43.6458798,-79.4091884,Pharmacy,Retail Pharmacy,Medsexpert Pharmacy,819 Queen Street West
43.6802663,-79.4314552,Integrated Community Health Services Centre,"Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - Spect",The Toronto Cardiac Clinic,829 St. Clair Avenue West
43.6773554,-79.4432669,Pharmacy,Retail Pharmacy,Dufferin Drug Mart,1670 Dufferin Street
43.6486027,-79.5291002,Community Support Service,,Balance For Blind Adults,"4920 Dundas Street West, Suite 302"
43.6641288,-79.3517821,Mental Health and Addiction Organization,Mental Health Services,Margaret's Housing And Community Support Services,301 Broadview Avenue
43.6543599,-79.4514867,Integrated Community Health Services Centre,Ophthalmic Ultrasound,West Toronto Eye Care,2238 Dundas Street West
43.6452798,-79.3966993,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1393,500 King Street West
43.624147,-79.4900132,Pharmacy,Retail Pharmacy,B. Well Pharmacy,262 Manitoba Street
43.6377966,-79.5068084,Long-Term Care Home,NH non-profit,Ivan Franko Home (Etobicoke),767 Royal York Road
43.6706395,-79.3280506,Pharmacy,Retail Pharmacy,Greenwood Pharmacy,1285 Gerrard Street East
43.6653076,-79.4740518,Pharmacy,Retail Pharmacy,Junction Chemist,3138 Dundas Street West
43.6840861,-79.3925642,HIV AIDS and Hep C Program,CBAESP,Ontario HIV Treatment Network,1300 Yonge Street
43.6876333,-79.3049537,Pharmacy,Retail Pharmacy,Danforth Neighbourhood Pharmac,2416 Danforth Avenue
43.6967191,-79.3958326,Integrated Community Health Services Centre,Sleep Studies,Sleep Care Solutions Yonge & Davisville,1835 Yonge Street
43.6621052,-79.3689177,Mental Health and Addiction Organization,Addiction Services,St. Michael's Homes,262 Gerrard Street East
43.7630331,-79.2952254,Family Health Team,Main,East Gta Family Health Team,520 Ellesmere Road
43.7057901,-79.4885327,Pharmacy,Retail Pharmacy,Lawrence Medical Pharmacy,1575 Lawrence Avenue West
43.6654762,-79.3514397,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Med-Health Laboratories Ltd.,607 Gerrard Street East Unit # B01
43.6972967,-79.4439483,Pharmacy,Retail Pharmacy,Arca Pharmacy,1612 Eglinton Avenue West
43.6998706,-79.5183484,Pharmacy,Retail Pharmacy,River Hill Pharmacy,2086 Lawrence Avenue West
43.6746205,-79.3909502,Pharmacy,Long Term Care Facility,Belmont House,55 Belmont Street
43.7016662,-79.2971771,Pharmacy,Retail Pharmacy,Dawes Drug Mart,424 Dawes Road
43.6403371,-79.4307139,Pharmacy,Long Term Care Facility,Elm Grove Living Centre,35 Elm Grove Avenue
43.6535662,-79.372766,Mental Health and Addiction Organization,Mental Health Services,Fred Victor Centre,145 Queen Street East
43.6637848,-79.4180596,Integrated Community Health Services Centre,"Bone Mineral Dxa, Radiography, General Ultrasound",Bloor Christie Diagnostic Services,716 Bloor Street West
43.6884688,-79.3907374,Pharmacy,Retail Pharmacy,Ava Pharmacy,81 St Clair Avenue East
43.6303905,-79.4851712,Midwifery Clinic,Main,Midwife Alliance,166 The Queensway
43.6577792,-79.384337,Integrated Community Health Services Centre,"Obs/Gyn Ultrasound, General Ultrasound",True North Imaging,655 Bay Street
43.6418229,-79.4207471,Mental Health and Addiction Organization,Mental Health Services,Centre For Addiction And Mental Health (CAMH),10 White Squirrel Way
43.6563003,-79.3871382,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,"Faculty Of Dentistry, Oral Pathology Laboratory",124 Edward Street
43.6901507,-79.32676,Family Health Team,Satellite,South East Toronto Family Health Team- Coxwell Site,840 Coxwell Avenue
43.6576884,-79.3897202,Hospital,Site,Hennick Bridgepoint Hospital,14 St. Mathews Road
43.7298124,-79.431821,Pharmacy,Retail Pharmacy,Murray Shore Pharmacy,3537 Bathurst Street
43.6695764,-79.4039335,Mental Health and Addiction Organization,Addiction Services,Renascent,54 Madison Avenue
43.6695905,-79.3974535,Community Health Centre,Main,Planned Parenthood Toronto,36B Prince Arthur Avenue
43.6601979,-79.3613331,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1489,593 Dundas Street East
43.6573192,-79.4033123,Hospital,Corporation,Kensington Eye Institute,340 College Street
